"","Lp","Age","Gender","School","Class","Living","KWS_1","KWS_2","KWS_3","KWS_4","KWS_5","KWS_6","KWS_7","KWS_8","KWS_9","KWS_10","KWS_11","KWS_12","KWS_13","KWS_14","KWS_15","KWS_16","KWS_17","KWS_18","KWS_19","DASS_1","DASS_2","DASS_3","DASS_4","DASS_5","DASS_6","DASS_7","DASS_8","DASS_9","DASS_10","DASS_11","DASS_12","DASS_13","DASS_14","DASS_15","DASS_16","DASS_17","DASS_18","DASS_19","DASS_20","DASS_21","ChFQ_1","ChFQ_2","ChFQ_3","ChFQ_4","ChFQ_5","ChFQ_6","ChFQ_7","ChFQ_8","ChFQ_9","ChFQ_10","ChFQ_11","KMN_1","KMN_2","KMN_3","KMN_4","KMN_5","KMN_6","KMN_7","KMN_8","KMN_9","KMN_10","KMN_11","KMN_12","KMN_13","KMN_14","KMN_15","KMN_16","KMN_17","KMN_18","KMN_19","KMN_20","KMN_21","KMN_22","KMN_23","KMN_24","KMN_25","KMN_26","KMN_27","KMN_28","KMN_29","KMN_30","FRAS_1","FRAS_2","FRAS_3","FRAS_4","FRAS_5","FRAS_6","FRAS_7","FRAS_8","FRAS_9","FRAS_10","FRAS_11","FRAS_12","FRAS_13","FRAS_14","FRAS_15","FRAS_16","FRAS_17","FRAS_18","FRAS_19","FRAS_20","FRAS_21","FRAS_22","FRAS_23","FRAS_24","FRAS_25","FRAS_26","FRAS_27","FRAS_28","FRAS_29","FRAS_30","FRAS_31","FRAS_32","FRAS_33","FRAS_34","FRAS_35","FRAS_36","FRAS_37","FRAS_38","FRAS_39","FRAS_40","FRAS_41","FRAS_42","FRAS_43","FRAS_44","FRAS_45","FRAS_46","FRAS_47","FRAS_48","FRAS_49","FRAS_50","FRAS_51","FRAS_52","FRAS_53","FRAS_54","JiMSz_1","JiMSz_2","JiMSz_3","JiMSz_4","JiMSz_5","JiMSz_6","JiMSz_7","JiMSz_8","JiMSz_9","JiMSz_10","JiMSz_11","JiMSz_12","JiMSz_13","JiMSz_14","JiMSz_15","JiMSz_16","JiMSz_17","JiMSz_18","JiMSz_19","JiMSz_20","JiMSz_21","JiMSz_22","JiMSz_23","JiMSz_24","JiMSz_25","JiMSz_26","JiMSz_27","JiMSz_28","JiMSz_29","JiMSz_30","JiMSz_31","JiMSz_32","JiMSz_33","JiMSz_34","JiMSz_35","JiMSz_36","JiMSz_37","JiMSz_38","JiMSz_39","JiMSz_40","JiMSz_41","JiMSz_42","JiMSz_43","JiMSz_44","JiMSz_45","JiMSz_46","JiMSz_47","JiMSz_48","JiMSz_49","JiMSz_50","JiMSz_51","JiMSz_52","JiMSz_53","JiMSz_54","JiMSz_55","JiMSz_56","JiMSz_57","JiMSz_58","JiMSz_59","JiMSz_60","JiMSz_61","JiMSz_62","JiMSz_63","JiMSz_64","JiMSz_65","JiMSz_66","JiMSz_67","JiMSz_68","JiMSz_69","JiMSz_70","JiMSz_71","JiMSz_72","JiMSz_73","KWS_6R","KWS_14R","ChFQ_1P","ChFQ_2P","ChFQ_3P","ChFQ_4P","ChFQ_5P","ChFQ_6P","ChFQ_7P","ChFQ_8P","ChFQ_9P","ChFQ_10P","ChFQ_11P","FRAS_33R","FRAS_37R","FRAS_45R","FRAS_50R","JiMSz_3R","JiMSz_4R","JiMSz_14R","JiMSz_18R","JiMSz_23R","JiMSz_28R","JiMSz_30R","JiMSz_34R","JiMSz_36R","JiMSz_38R","JiMSz_40R","JiMSz_44R","JiMSz_45R","JiMSz_49R","JiMSz_57R","JiMSz_58R","JiMSz_59R","JiMSz_61R","JiMSz_66R","JiMSz_70R","JiMSz_72R","KWS_SS","KWS_WOD","KWS_JZ","KWS_W","KWS_CYN","KWS_OG","DASS_D","DASS_L","DASS_S","ChFQ_P","ChFQ_M","KMN_ZEW","KMN_INT","KMN_ID","KMN_WEW","KMN_A","FRAS_FCPS","FRAS_USER","FRAS_MPO","FRAS_FC","FRAS_FS","FRAS_AMMA","JiMSz_L","JiMSz_M","JiMSz_K"
"137",137,16,"K","L",3,"R",4,4,3,4,5,3,1,4,2,3,2,1,5,3,1,5,2,1,1,2,1,0,2,3,2,2,3,3,3,1,2,3,1,3,0,3,2,2,2,3,4,3,4,4,4,4,4,2,4,3,4,1,4,5,5,3,4,5,2,3,2,4,3,1,2,4,5,1,2,1,2,2,4,1,5,2,4,4,3,2,2,3,3,3,4,4,2,2,3,2,1,3,1,3,3,1,3,2,3,4,3,2,2,3,3,1,2,2,2,3,2,3,4,2,2,1,2,3,3,3,1,2,1,3,1,2,3,3,3,3,2,1,2,1,4,0,2,2,1,2,1,1,2,0,1,2,0,2,1,2,2,0,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,0,0,2,2,2,2,2,1,2,2,2,0,0,1,1,2,1,1,2,2,2,0,0,0,2,2,2,2,1,2,2,2,2,0,2,2,2,0,2,3,3,3,2,3,3,3,3,3,1,3,2,3,3,2,3,3,0,1,1,1,0,1,0,0,2,0,0,0,0,1,2,2,0,0,0,0,2,12,21,6,10,5,48,30,30,26,20,9,5,32,19,24,8,62,26,12,17,4,11,53,24,8
"138",138,16,"M","L",3,"R",2,2,3,4,5,3,3,1,2,4,2,4,2,5,2,4,2,3,5,1,0,2,0,1,1,3,1,1,2,1,1,2,3,0,2,2,1,1,0,2,2,3,4,3,2,1,2,1,2,3,1,1,4,3,5,5,5,5,1,5,4,5,5,5,4,5,1,1,5,5,5,2,5,1,4,4,4,4,5,3,1,3,3,4,2,3,4,4,4,2,2,1,1,3,3,3,4,3,4,2,3,3,3,2,3,2,2,3,3,3,3,2,4,1,3,2,3,4,2,2,4,4,1,2,1,2,3,4,2,3,2,3,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,2,0,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,2,2,2,0,2,0,0,2,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,0,2,0,0,2,3,1,1,2,3,2,1,0,1,0,1,2,0,4,1,3,3,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,7,15,12,14,6,42,26,10,18,10,3,14,27,30,35,6,79,18,18,18,5,9,14,36,2
"139",139,17,"N","L",3,"R",1,5,1,1,5,1,5,5,5,1,1,3,5,3,5,1,5,1,1,3,0,0,0,0,1,0,1,0,0,1,3,1,0,0,1,0,0,0,0,0,3,4,4,2,3,4,1,3,1,1,2,1,1,3,3,1,4,3,4,3,1,4,3,1,1,3,4,5,1,1,3,4,3,4,5,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,2,2,0,2,1,2,0,2,0,2,0,2,0,2,0,0,0,0,2,2,0,2,2,1,1,2,0,2,2,0,2,2,2,2,0,2,2,2,2,0,0,0,2,2,0,0,2,2,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,2,0,2,2,5,3,2,3,3,1,2,3,0,2,0,0,1,1,1,1,1,0,2,2,2,0,2,0,0,2,0,0,0,0,0,2,2,0,2,2,0,0,7,21,14,11,6,45,4,0,18,14,3,10,26,7,23,18,108,32,24,12,15,12,37,22,10
"140",140,17,"M","L",3,"R",4,5,1,3,5,1,4,5,4,3,3,3,5,4,3,5,4,2,1,1,0,1,0,1,1,3,2,2,2,3,2,2,2,2,1,1,0,1,0,0,3,4,4,3,3,1,3,3,1,2,2,4,4,5,2,3,1,2,3,1,3,3,2,3,4,2,4,3,4,3,2,3,4,3,4,4,4,5,2,4,3,4,3,3,3,3,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,4,4,4,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4,4,0,2,1,0,2,2,0,1,2,1,2,0,2,2,2,1,0,1,2,0,2,2,2,2,2,2,1,2,2,2,2,0,2,2,2,1,2,2,2,2,2,1,0,1,2,2,2,2,2,2,0,2,2,2,2,0,1,1,2,2,2,2,1,2,0,1,2,0,2,2,2,1,2,5,2,2,3,3,2,2,0,2,2,0,1,1,4,1,4,1,1,2,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,12,24,11,13,7,56,16,16,22,14,4,13,26,27,12,16,107,32,23,17,4,9,56,21,7
"141",141,17,"K","L",3,"R",5,5,2,4,4,3,1,5,4,4,4,2,5,3,2,5,4,3,4,2,3,1,2,3,3,2,3,3,2,2,2,2,2,2,1,3,3,2,3,3,2,3,2,4,2,4,3,4,3,3,2,4,3,5,2,3,1,5,3,1,3,4,2,5,3,1,5,3,3,4,2,2,5,4,5,3,4,3,1,2,2,3,2,1,3,2,1,1,3,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,4,1,1,1,4,3,3,1,1,1,3,1,4,2,1,1,2,2,3,2,1,2,0,2,2,2,2,2,0,2,0,0,2,0,2,2,2,2,0,0,2,0,2,2,2,2,2,2,1,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,3,3,1,2,1,3,1,3,2,3,2,2,1,1,1,1,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,14,23,7,17,8,62,30,34,34,13,8,15,33,21,10,14,36,19,8,9,4,6,57,23,2
"142",142,16,"M","L",3,"R",4,5,3,3,5,3,4,5,4,3,2,4,5,4,3,5,1,1,2,1,2,1,2,2,3,0,1,3,0,1,3,2,3,2,3,1,3,3,3,1,4,4,4,4,4,1,2,3,4,3,4,1,5,5,4,5,3,4,1,3,5,3,4,5,5,3,5,2,4,1,1,2,3,1,4,5,4,5,3,2,1,4,3,3,3,3,3,3,3,3,4,3,4,4,3,3,1,3,2,3,3,4,4,2,4,3,3,3,3,3,3,3,4,1,3,4,3,1,4,4,4,4,3,3,2,1,3,4,4,4,1,3,3,4,2,0,2,1,0,2,0,1,1,2,2,2,0,2,2,2,1,0,1,0,2,2,0,2,0,2,0,1,2,2,2,2,2,0,2,2,2,1,2,2,2,0,1,2,1,2,2,1,2,2,2,1,0,2,2,0,0,0,0,2,2,2,0,0,2,0,2,0,0,2,2,2,1,2,3,2,3,3,3,3,3,0,1,2,3,2,3,4,4,4,4,1,2,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,12,24,14,10,4,50,20,30,30,16,10,9,28,34,21,7,83,28,21,23,13,9,42,21,7
"143",143,16,"M","L",3,"R",4,4,2,3,5,3,3,4,4,4,3,3,4,4,3,3,5,2,2,2,1,1,2,3,2,1,1,2,0,1,2,1,3,0,1,1,2,0,0,0,3,3,4,4,3,3,3,3,3,2,3,5,1,3,3,1,1,2,4,1,1,3,2,4,2,1,2,4,1,4,1,4,4,2,2,1,4,1,1,4,4,3,3,3,2,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,4,1,2,1,3,2,3,3,3,3,1,3,1,1,3,3,2,3,2,3,3,3,4,0,2,1,0,2,2,0,1,0,0,2,0,2,2,1,1,0,2,1,0,2,1,2,2,0,2,1,0,2,2,1,0,2,2,2,2,1,1,1,2,2,0,1,2,2,2,0,2,1,2,0,0,1,1,2,0,0,0,2,0,2,2,2,0,0,2,2,0,1,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,1,2,4,3,4,3,1,2,0,0,0,2,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,11,20,11,12,9,52,14,12,26,16,7,14,20,8,10,21,80,25,17,20,4,8,46,12,6
"144",144,16,"I","L",3,"I",5,5,1,5,5,1,1,5,5,5,5,1,5,2,1,5,5,2,5,3,3,0,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,3,5,1,1,1,1,1,1,5,1,1,1,1,5,1,1,3,5,2,5,2,5,2,5,2,3,2,2,1,5,5,3,2,3,3,4,4,4,3,2,1,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,1,3,3,3,4,1,4,1,1,3,3,3,3,2,4,3,4,3,0,1,1,2,2,0,0,2,0,1,2,0,2,0,2,0,0,2,2,0,2,2,0,2,0,2,1,0,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,1,2,2,2,2,0,2,2,2,0,2,5,4,3,3,3,3,3,2,2,3,3,3,2,4,4,4,3,1,0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,15,25,4,21,10,71,32,42,40,19,11,20,12,11,8,25,81,24,19,20,6,10,59,16,5
"145",145,17,"K","L",3,"R",5,5,1,5,5,3,1,5,5,5,5,1,5,1,1,5,5,3,3,3,3,2,1,3,3,1,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,4,5,2,2,3,3,3,3,2,4,5,3,3,1,3,4,3,4,3,4,3,2,3,3,2,3,3,2,3,3,3,3,3,3,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,2,3,1,2,3,3,2,3,2,3,3,2,3,0,1,0,2,2,2,2,2,0,0,2,0,2,1,2,1,0,2,2,0,2,1,2,2,1,2,1,0,2,2,2,1,1,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,0,2,2,2,0,0,0,2,2,2,2,1,2,0,2,2,0,1,2,2,1,1,3,5,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,0,1,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,1,15,25,4,19,10,69,38,32,42,19,12,12,27,21,16,21,75,23,18,17,7,8,55,19,7
"146",146,16,"K","L",3,"R",5,5,1,5,5,1,2,5,5,5,4,1,5,3,1,5,3,3,3,2,1,2,1,3,3,2,3,2,2,3,3,3,3,3,3,1,0,3,3,3,4,4,4,4,4,2,3,4,3,4,4,5,1,2,1,2,2,4,5,1,4,2,1,5,1,1,3,5,2,5,1,5,1,5,3,2,3,2,1,5,5,3,3,3,3,4,4,4,4,4,4,4,2,3,4,4,1,3,3,3,4,4,4,3,4,4,4,3,3,4,3,4,4,2,3,3,3,2,3,3,4,4,2,4,1,1,4,4,3,4,3,3,4,4,3,0,1,2,2,2,0,0,2,0,0,2,0,2,1,1,0,0,2,2,1,2,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,0,0,2,2,1,0,0,2,2,2,2,2,0,2,1,2,2,0,2,2,2,0,2,5,3,3,3,3,3,3,1,2,3,2,3,3,3,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,15,25,5,18,8,66,34,30,34,18,11,20,18,14,8,25,96,29,20,19,8,10,57,10,2
"147",147,16,"L","L",3,"R",4,5,3,4,5,3,4,5,5,2,4,4,5,2,3,3,5,2,3,1,1,1,2,3,2,1,2,1,0,0,1,3,1,2,1,1,2,3,2,0,4,3,3,4,4,2,2,3,4,3,2,1,1,4,2,1,1,3,5,1,1,3,1,2,1,1,3,4,3,3,1,3,1,1,4,1,1,1,1,1,2,3,3,3,4,3,2,3,3,2,2,2,1,3,3,3,1,2,3,3,3,2,3,2,3,2,3,2,2,3,2,4,3,2,1,1,2,3,3,3,2,3,1,3,1,2,4,3,2,3,2,2,2,3,3,0,2,0,1,2,0,0,0,0,1,2,0,2,1,2,1,0,2,2,0,1,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,1,0,2,2,2,1,0,2,2,2,0,0,1,2,0,0,0,0,2,2,2,2,0,1,2,2,1,0,1,2,2,1,2,3,4,3,2,2,3,3,1,1,2,3,2,1,3,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,13,23,14,16,7,59,18,24,18,15,8,7,19,9,8,15,68,24,13,17,4,10,46,15,3
"148",148,16,"M","L",3,"R",2,4,2,2,2,3,1,1,2,2,2,4,2,2,5,1,1,2,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,1,1,2,2,2,2,1,4,2,2,4,3,4,1,2,4,2,3,1,4,2,2,1,4,1,2,1,2,1,2,4,1,3,2,1,1,3,3,3,2,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,3,2,3,1,2,3,2,2,3,2,3,2,3,3,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,2,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,2,0,3,4,1,2,2,1,1,0,0,1,1,1,1,3,3,3,3,2,2,2,2,2,0,0,0,2,2,2,2,1,2,2,2,0,2,0,1,0,5,11,12,12,3,31,4,2,4,7,4,4,15,27,16,5,72,23,18,17,8,8,6,33,11
"149",149,17,"M","L",3,"R",3,4,2,3,2,3,4,1,2,3,2,4,2,3,2,3,3,2,2,1,0,0,1,2,1,1,1,2,2,2,1,2,0,2,1,1,0,1,0,0,3,2,2,3,2,1,2,2,3,4,2,1,4,2,5,4,5,4,1,5,4,2,5,1,4,5,2,1,4,1,4,1,1,1,1,4,2,4,5,1,1,3,3,2,3,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,3,3,3,3,3,2,2,2,3,2,3,3,3,2,2,3,3,3,3,2,2,1,3,1,2,3,2,1,3,2,2,2,1,2,2,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,1,2,1,0,2,2,0,2,0,1,1,2,0,1,1,0,0,1,1,1,2,0,2,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,2,0,2,1,0,1,1,2,0,1,2,3,3,2,1,1,2,1,0,1,1,2,3,1,2,2,3,3,2,0,2,2,0,2,0,1,0,1,2,1,0,2,1,2,0,1,1,0,1,7,13,12,12,6,38,16,14,12,8,7,4,14,28,34,5,52,21,15,15,5,7,16,36,3
"150",150,16,"K","L",3,"R",4,4,2,5,5,3,2,4,5,2,4,2,4,3,2,5,3,2,2,1,1,1,0,2,3,1,2,0,0,3,2,1,3,0,1,1,2,0,1,1,3,2,3,4,3,2,3,3,3,4,4,3,3,4,4,3,5,3,2,4,3,4,4,4,3,5,3,2,3,4,2,2,4,2,4,3,4,3,4,2,1,3,3,3,3,3,2,3,3,2,1,2,1,3,3,2,2,3,2,3,3,2,3,1,3,3,2,2,2,2,3,3,3,2,2,1,2,4,3,3,3,1,1,3,1,2,3,3,2,2,1,3,2,2,3,0,2,2,2,2,2,2,2,0,2,2,0,2,2,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,0,0,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,1,2,2,2,2,0,2,2,1,0,0,3,3,2,1,2,3,2,1,2,2,2,3,3,3,1,3,4,0,0,0,0,0,2,0,0,0,2,0,0,1,0,2,2,0,0,0,0,2,13,23,8,14,5,55,14,6,32,13,10,12,26,21,28,10,63,22,15,17,4,9,53,26,7
"151",151,16,"K","L",3,"R",4,4,2,3,4,4,2,5,2,4,4,4,4,5,2,4,1,3,4,1,2,1,3,0,1,0,1,3,1,0,0,1,1,1,0,2,2,0,2,1,3,2,2,3,1,3,2,3,4,4,3,2,4,4,5,3,1,5,2,2,4,4,2,5,1,2,3,2,3,5,1,3,4,1,5,2,4,4,1,2,3,3,3,4,3,4,3,2,3,2,3,2,1,3,4,4,1,2,3,3,4,4,3,1,3,4,4,3,2,3,3,4,4,3,3,1,3,3,4,4,3,4,1,3,1,2,3,3,4,3,1,3,3,2,2,0,2,2,0,2,1,0,2,1,2,2,0,0,0,2,2,0,2,2,0,1,2,2,2,0,2,0,2,2,2,2,2,1,2,1,2,2,2,2,2,0,2,1,1,2,2,2,2,0,0,1,2,0,2,0,1,2,2,2,2,2,1,0,2,0,2,0,0,2,2,2,0,2,2,1,2,1,1,2,0,2,1,2,3,3,2,2,2,3,4,0,2,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,12,18,10,14,5,49,12,22,12,9,10,13,29,21,14,12,78,27,19,17,4,11,44,22,6
"152",152,16,"K","L",3,"R",4,5,1,5,5,2,2,5,5,2,4,2,5,4,1,5,1,5,4,1,2,3,3,3,3,2,1,1,2,3,3,3,3,2,2,3,2,1,3,3,3,2,4,4,4,2,3,3,4,4,3,4,4,2,2,5,1,4,2,1,4,3,2,4,4,1,3,2,4,4,1,2,4,2,4,4,4,4,1,3,2,3,2,1,4,3,1,1,2,3,1,3,2,1,1,1,1,1,3,3,2,2,1,1,2,2,2,1,2,2,2,3,3,3,2,2,2,3,3,3,3,2,2,3,1,2,2,1,1,3,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,2,0,2,2,0,1,0,0,2,0,2,0,2,0,2,2,1,2,2,2,2,0,2,2,0,2,2,2,2,2,0,0,2,2,2,2,0,2,2,2,2,0,0,2,0,0,0,0,2,2,2,2,0,2,0,2,0,0,2,2,2,1,2,4,2,2,1,3,3,3,1,2,2,3,3,2,2,2,3,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,14,25,6,19,3,61,38,28,32,15,10,13,24,29,9,12,48,24,10,13,7,8,44,13,8
"153",153,17,"M","L",3,"R",2,3,3,4,1,4,3,1,4,5,2,4,4,4,4,4,3,2,1,0,0,0,1,0,1,0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,1,2,3,3,1,1,1,3,3,1,2,3,4,2,3,3,3,5,2,3,3,3,3,2,3,3,2,3,3,2,3,3,4,3,3,3,3,3,3,2,3,3,2,3,3,3,2,2,3,3,2,2,4,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,4,2,3,3,4,3,3,4,3,2,3,3,2,3,4,3,2,2,3,3,3,4,3,3,3,2,2,0,0,0,2,1,2,2,0,1,2,2,0,0,2,0,2,0,0,0,2,2,0,2,2,2,0,0,2,2,2,0,2,2,0,0,2,0,0,2,0,0,2,2,2,2,0,0,2,0,2,2,0,0,2,0,0,0,0,2,2,2,2,1,2,0,2,0,2,0,0,0,2,2,2,2,0,1,2,2,0,0,0,2,2,0,1,2,3,3,2,2,0,0,2,0,0,0,2,0,2,2,0,0,2,2,2,0,0,0,2,0,7,16,14,9,8,40,6,6,6,5,5,9,22,22,21,14,71,25,18,15,14,9,27,36,6
"154",154,16,"M","L",3,"R",4,4,2,4,3,3,2,2,2,4,2,2,4,4,2,4,1,1,1,2,1,0,0,3,3,0,3,1,1,1,2,1,1,0,0,1,3,1,0,2,2,2,1,2,3,3,3,2,3,3,2,2,4,3,4,4,2,4,2,2,4,4,2,2,4,2,4,2,4,2,2,2,4,1,4,4,4,4,2,2,2,3,3,3,3,4,2,3,3,3,3,2,2,3,3,4,3,4,3,2,3,3,3,3,3,2,3,2,3,4,3,2,4,1,3,2,3,2,3,3,3,3,2,3,1,2,3,3,3,3,1,3,2,3,4,0,2,0,2,0,2,0,2,1,0,2,0,2,1,0,2,0,0,2,0,2,2,2,2,2,2,0,1,1,2,1,1,1,2,1,2,0,1,0,0,1,1,2,1,2,0,2,1,0,0,0,0,1,1,2,0,0,0,2,1,1,1,2,0,0,2,0,0,1,2,1,1,0,3,2,1,1,0,1,2,2,2,1,2,2,1,4,3,3,4,2,0,1,2,0,1,0,0,0,1,2,1,0,2,2,2,0,1,0,0,1,10,17,8,9,5,41,16,6,30,9,6,7,27,28,16,10,81,22,18,20,7,10,32,29,3
"155",155,17,"M","T",4,"R",1,2,1,1,5,2,3,1,3,3,2,4,3,4,3,5,1,3,1,1,1,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,4,4,4,3,2,1,2,3,2,2,2,4,1,1,1,1,1,1,2,1,4,1,1,4,1,1,4,4,1,5,1,5,1,4,1,1,1,1,1,4,4,3,4,3,3,3,4,3,3,3,2,2,1,4,3,2,3,1,3,3,4,3,3,1,3,3,3,3,2,2,2,2,4,3,3,2,3,2,2,4,3,2,1,2,1,3,3,3,3,4,3,3,3,3,3,0,2,0,2,0,0,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,2,1,2,0,1,1,2,2,0,0,0,2,0,1,0,2,0,2,1,1,2,2,2,0,1,0,2,2,0,0,0,0,0,0,0,0,2,2,1,2,0,1,1,2,0,0,1,2,0,1,2,4,2,3,3,3,2,1,0,1,2,1,1,1,2,3,2,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0,0,1,3,18,11,12,4,37,6,4,10,13,5,17,10,10,7,19,73,23,19,16,5,9,23,15,2
"156",156,18,"M","T",4,"B",2,2,4,2,4,1,5,1,1,5,4,5,2,4,5,1,1,2,4,2,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,3,2,3,1,2,2,2,2,2,3,3,2,1,4,5,3,1,5,1,1,4,5,2,1,5,2,5,1,3,1,3,1,4,1,4,5,4,3,2,1,1,4,3,3,3,3,2,3,3,3,2,1,1,3,4,3,2,1,2,2,4,4,4,3,3,3,3,3,4,2,1,2,4,2,4,3,3,2,3,2,2,4,1,1,1,2,2,3,3,2,3,3,3,2,3,0,2,0,2,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,2,2,2,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,2,0,2,0,2,0,2,0,5,2,2,1,2,0,1,1,1,1,1,2,2,3,3,3,2,2,0,2,2,0,0,2,2,2,0,2,2,2,2,0,2,0,2,0,0,0,5,10,19,17,6,38,2,6,14,8,6,4,31,24,16,6,74,17,21,17,6,9,8,42,4
"157",157,18,"M","T",4,"R",4,4,1,1,5,2,2,5,4,3,2,2,3,4,2,4,4,4,2,1,3,1,0,0,0,1,1,1,2,2,2,3,0,0,0,2,1,1,0,3,4,4,4,2,4,2,3,3,4,4,2,3,4,2,1,1,1,1,3,1,4,2,1,1,4,1,1,1,5,1,1,2,1,1,1,4,1,3,1,1,1,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,3,2,2,2,3,3,3,2,2,2,2,2,3,3,2,3,0,1,2,2,0,2,0,0,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,2,2,1,0,0,2,2,2,2,2,2,2,0,0,2,2,2,0,0,2,2,2,2,0,2,0,0,0,0,0,2,2,2,2,0,2,0,2,2,0,0,2,0,2,0,4,2,3,3,3,1,3,1,2,2,3,3,1,3,2,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,10,20,7,14,7,51,22,12,14,16,9,4,9,25,7,10,76,20,17,15,9,8,34,8,4
